	Family	Source	orthogroup	species
Eucgr.H02602	bHLH	from_orthogroup	21241	eucgr
Eucgr.J03160	LBD	from_orthogroup	17651	eucgr
zizju_XP_015884549	LBD	from_orthogroup	17651	zizju
Eucgr.K02222	LBD	from_orthogroup	16162	eucgr
zizju_XP_015882967	LBD	from_orthogroup	16162	zizju
zizju_XP_015882172	WRKY	from_orthogroup	20783	zizju
zizju_XP_024924685	ZF-HD	from_orthogroup	17369	zizju
Eucgr.F01538	NAC	from_orthogroup	1151	eucgr
Eucgr.F01539	NAC	from_orthogroup	1151	eucgr
Eucgr.F01536	NAC	from_orthogroup	1151	eucgr
Eucgr.F01537	NAC	from_orthogroup	1151	eucgr
Eucgr.F01535	NAC	from_orthogroup	1151	eucgr
Eucgr.A00494	NAC	from_orthogroup	1151	eucgr
zizju_XP_015868743	NAC	from_orthogroup	1151	zizju
zizju_XP_015870518	NAC	from_orthogroup	1151	zizju
zizju_XP_015870520	NAC	from_orthogroup	1151	zizju
zizju_XP_015870655	NAC	from_orthogroup	1151	zizju
zizju_XP_015870776	NAC	from_orthogroup	1151	zizju
zizju_XP_015871029	NAC	from_orthogroup	1151	zizju
zizju_XP_015871104	NAC	from_orthogroup	1151	zizju
zizju_XP_015871167	NAC	from_orthogroup	1151	zizju
zizju_XP_015871337	NAC	from_orthogroup	1151	zizju
zizju_XP_015871428	NAC	from_orthogroup	1151	zizju
zizju_XP_015871483	NAC	from_orthogroup	1151	zizju
zizju_XP_015871536	NAC	from_orthogroup	1151	zizju
zizju_XP_015872311	NAC	from_orthogroup	1151	zizju
zizju_XP_015872378	NAC	from_orthogroup	1151	zizju
zizju_XP_015872736	NAC	from_orthogroup	1151	zizju
zizju_XP_015873023	NAC	from_orthogroup	1151	zizju
Eucgr.A01948	HSF	from_orthogroup	15144	eucgr
zizju_XP_015881318	HSF	from_orthogroup	15144	zizju
zizju_XP_015881319	HSF	from_orthogroup	15144	zizju
zizju_XP_015881320	HSF	from_orthogroup	15144	zizju
zizju_XP_015881322	HSF	from_orthogroup	15144	zizju
Cucsa.237520	NAC	from_orthogroup	224	cucsa
Cucsa.237540	NAC	from_orthogroup	224	cucsa
Cucsa.237560	NAC	from_orthogroup	224	cucsa
Cucsa.295380	NAC	from_orthogroup	224	cucsa
Eucgr.H00417	NAC	from_orthogroup	224	eucgr
Glyma.06G239026	NAC	from_orthogroup	224	glyma
Medtr5g090960	NAC	from_orthogroup	224	medtr
Potri.017G104240	NAC	from_orthogroup	224	potri
Potri.017G104080	NAC	from_orthogroup	224	potri
Potri.017G103100	NAC	from_orthogroup	224	potri
Potri.017G102900	NAC	from_orthogroup	224	potri
Potri.017G104000	NAC	from_orthogroup	224	potri
Potri.017G105700	NAC	from_orthogroup	224	potri
Potri.017G103800	NAC	from_orthogroup	224	potri
Potri.017G103501	NAC	from_orthogroup	224	potri
Potri.017G103900	NAC	from_orthogroup	224	potri
Potri.017G103300	NAC	from_orthogroup	224	potri
Potri.017G105500	NAC	from_orthogroup	224	potri
Potri.017G105000	NAC	from_orthogroup	224	potri
Potri.017G104833	NAC	from_orthogroup	224	potri
Potri.017G104866	NAC	from_orthogroup	224	potri
Potri.017G104320	NAC	from_orthogroup	224	potri
Potri.013G097100	NAC	from_orthogroup	224	potri
Potri.013G097000	NAC	from_orthogroup	224	potri
Potri.013G098000	NAC	from_orthogroup	224	potri
Potri.013G098300	NAC	from_orthogroup	224	potri
Potri.013G097300	NAC	from_orthogroup	224	potri
Potri.013G097200	NAC	from_orthogroup	224	potri
Potri.013G097900	NAC	from_orthogroup	224	potri
Potri.013G098550	NAC	from_orthogroup	224	potri
Potri.013G097832	NAC	from_orthogroup	224	potri
Potri.T074300	NAC	from_orthogroup	224	potri
Potri.T073800	NAC	from_orthogroup	224	potri
Potri.T073700	NAC	from_orthogroup	224	potri
Potri.T073566	NAC	from_orthogroup	224	potri
Potri.T074000	NAC	from_orthogroup	224	potri
Potri.014G064801	NAC	from_orthogroup	224	potri
Potri.014G063300	NAC	from_orthogroup	224	potri
Potri.014G064100	NAC	from_orthogroup	224	potri
Potri.014G064500	NAC	from_orthogroup	224	potri
Potri.014G063500	NAC	from_orthogroup	224	potri
Potri.014G064300	NAC	from_orthogroup	224	potri
Potri.014G063900	NAC	from_orthogroup	224	potri
Potri.T129332	NAC	from_orthogroup	224	potri
Potri.T129000	NAC	from_orthogroup	224	potri
Potri.T129200	NAC	from_orthogroup	224	potri
Potri.T129400	NAC	from_orthogroup	224	potri
zizju_XP_024929124	NAC	from_orthogroup	224	zizju
zizju_XP_024935408	NAC	from_orthogroup	224	zizju
Glyma.06G264650	GRAS	from_orthogroup	21960	glyma
Eucgr.B03050	B3	from_orthogroup	62	eucgr
Potri.T175901	B3	from_orthogroup	62	potri
Potri.T172011	B3	from_orthogroup	62	potri
Potri.004G221500	B3	from_orthogroup	62	potri
Potri.004G218066	B3	from_orthogroup	62	potri
Potri.004G220550	B3	from_orthogroup	62	potri
Potri.004G010850	B3	from_orthogroup	62	potri
Potri.004G218033	B3	from_orthogroup	62	potri
Potri.T172700	B3	from_orthogroup	62	potri
Potri.003G011200	B3	from_orthogroup	62	potri
Potri.003G011250	B3	from_orthogroup	62	potri
Potri.003G015900	B3	from_orthogroup	62	potri
Potri.003G016500	B3	from_orthogroup	62	potri
Potri.003G017850	B3	from_orthogroup	62	potri
Potri.003G017000	B3	from_orthogroup	62	potri
Potri.003G010566	B3	from_orthogroup	62	potri
Potri.003G021250	B3	from_orthogroup	62	potri
Potri.003G016200	B3	from_orthogroup	62	potri
Potri.003G014750	B3	from_orthogroup	62	potri
Potri.003G016000	B3	from_orthogroup	62	potri
Potri.003G017600	B3	from_orthogroup	62	potri
Potri.003G018100	B3	from_orthogroup	62	potri
Potri.011G005601	B3	from_orthogroup	62	potri
Potri.011G005800	B3	from_orthogroup	62	potri
Potri.011G006050	B3	from_orthogroup	62	potri
Potri.011G005200	B3	from_orthogroup	62	potri
Potri.T104900	B3	from_orthogroup	62	potri
Potri.T036166	B3	from_orthogroup	62	potri
Potri.T036133	B3	from_orthogroup	62	potri
Potri.T172701	B3	from_orthogroup	62	potri
Potri.T172031	B3	from_orthogroup	62	potri
Potri.015G015501	B3	from_orthogroup	62	potri
Potri.015G014850	B3	from_orthogroup	62	potri
Potri.015G126301	B3	from_orthogroup	62	potri
Potri.015G016450	B3	from_orthogroup	62	potri
Potri.T116950	B3	from_orthogroup	62	potri
Potri.T117200	B3	from_orthogroup	62	potri
Potri.008G120500	B3	from_orthogroup	62	potri
Potri.012G013501	B3	from_orthogroup	62	potri
Potri.012G012850	B3	from_orthogroup	62	potri
Potri.012G012950	B3	from_orthogroup	62	potri
Eucgr.I01218	B3	from_orthogroup	19068	eucgr
zizju_XP_015867513	B3	from_orthogroup	2249	zizju
zizju_XP_015872063	B3	from_orthogroup	2249	zizju
zizju_XP_015872336	B3	from_orthogroup	2249	zizju
zizju_XP_015872681	B3	from_orthogroup	2249	zizju
zizju_XP_015872682	B3	from_orthogroup	2249	zizju
zizju_XP_015878653	B3	from_orthogroup	2249	zizju
zizju_XP_015878654	B3	from_orthogroup	2249	zizju
zizju_XP_015878665	B3	from_orthogroup	2249	zizju
zizju_XP_015887547	B3	from_orthogroup	2249	zizju
zizju_XP_015903047	B3	from_orthogroup	2249	zizju
zizju_XP_024924774	B3	from_orthogroup	2249	zizju
zizju_XP_024924775	B3	from_orthogroup	2249	zizju
zizju_XP_024927776	B3	from_orthogroup	2249	zizju
zizju_XP_024931089	B3	from_orthogroup	2249	zizju
zizju_XP_024932663	B3	from_orthogroup	2249	zizju
zizju_XP_024933603	B3	from_orthogroup	2249	zizju
zizju_XP_024933604	B3	from_orthogroup	2249	zizju
zizju_XP_024933605	B3	from_orthogroup	2249	zizju
Eucgr.G02793	AP2	from_orthogroup	16309	eucgr
zizju_XP_015877097	AP2	from_orthogroup	16309	zizju
Eucgr.B01541	ERF	from_orthogroup	13321	eucgr
zizju_XP_015868089	ERF	from_orthogroup	13321	zizju
zizju_XP_015891439	ERF	from_orthogroup	13321	zizju
zizju_XP_015891454	ERF	from_orthogroup	13321	zizju
zizju_XP_024924877	ERF	from_orthogroup	13321	zizju
Eucgr.C00781	ERF	from_orthogroup	16225	eucgr
zizju_XP_015867486	ERF	from_orthogroup	16225	zizju
zizju_XP_015894986	ERF	from_orthogroup	17319	zizju
zizju_XP_015895011	ERF	from_orthogroup	17319	zizju
Cucsa.341490	DBB	from_orthogroup	15083	cucsa
Eucgr.F01063	DBB	from_orthogroup	15083	eucgr
PanWU01x14_313210	DBB	from_orthogroup	15083	paran
Potri.001G414700	DBB	from_orthogroup	15083	potri
zizju_XP_015897222	DBB	from_orthogroup	15083	zizju
zizju_XP_024935284	ARR-B	from_orthogroup	17644	zizju
zizju_XP_015878004	ARR-B	from_orthogroup	16170	zizju
zizju_XP_024924330	ARR-B	from_orthogroup	16170	zizju
zizju_XP_024924694	ARR-B	from_orthogroup	16170	zizju
Potri.T172015	G2-like	from_orthogroup	20773	potri
zizju_XP_015898927	G2-like	from_orthogroup	20773	zizju
Eucgr.I02059	MIKC_MADS	from_orthogroup	17800	eucgr
Eucgr.K02711	MIKC_MADS	from_orthogroup	15633	eucgr
zizju_XP_015882140	MIKC_MADS	from_orthogroup	15633	zizju
Potri.008G166900	M-type_MADS	from_orthogroup	17386	potri
Potri.001G214000	M-type_MADS	from_orthogroup	17386	potri
zizju_XP_015871330	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871332	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871348	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871376	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871562	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871599	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871663	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871728	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015871844	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015872149	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015872392	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015872894	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015900375	M-type_MADS	from_orthogroup	6244	zizju
zizju_XP_015882351	M-type_MADS	from_orthogroup	11538	zizju
zizju_XP_015903094	M-type_MADS	from_orthogroup	11538	zizju
zizju_XP_015881992	GRF	from_orthogroup	15878	zizju
zizju_XP_024929181	GRF	from_orthogroup	15878	zizju
zizju_XP_024929182	GRF	from_orthogroup	15878	zizju
zizju_XP_015897345	GRF	from_orthogroup	17383	zizju
zizju_XP_015901326	GRF	from_orthogroup	17383	zizju
zizju_XP_024923241	GRF	from_orthogroup	17383	zizju
zizju_XP_024934743	GRF	from_orthogroup	17383	zizju
zizju_XP_015885101	HD-ZIP	from_orthogroup	29681	zizju
zizju_XP_015896340	HD-ZIP	from_orthogroup	17355	zizju
Eucgr.B03566	C2H2	from_orthogroup	19043	eucgr
AT1G51520	C3H	from_orthogroup	5609	arath
AT3G21100	C3H	from_orthogroup	5609	arath
AT5G12440	C3H	from_orthogroup	5609	arath
Cucsa.333940	C3H	from_orthogroup	5609	cucsa
Eucgr.J00738	C3H	from_orthogroup	5609	eucgr
Glyma.01G227200	C3H	from_orthogroup	5609	glyma
Glyma.11G015600	C3H	from_orthogroup	5609	glyma
Medtr5g008900	C3H	from_orthogroup	5609	medtr
PanWU01x14_162180	C3H	from_orthogroup	5609	paran
Potri.009G050600	C3H	from_orthogroup	5609	potri
Potri.001G255400	C3H	from_orthogroup	5609	potri
zizju_XP_015875704	C3H	from_orthogroup	5609	zizju
zizju_XP_015892615	C2H2	from_orthogroup	15586	zizju
Eucgr.F03752	C2H2	from_orthogroup	13263	eucgr
Glyma.04G252600	C2H2	from_orthogroup	13263	glyma
Glyma.06G109900	C2H2	from_orthogroup	13263	glyma
Medtr3g072920	C2H2	from_orthogroup	13263	medtr
Potri.005G173400	C2H2	from_orthogroup	13263	potri
zizju_XP_015885618	C2H2	from_orthogroup	13263	zizju
AT1G22310	C2H2	from_orthogroup	5696	arath
PanWU01x14_060680	C2H2	from_orthogroup	5696	paran
zizju_XP_015867756	C2H2	from_orthogroup	5696	zizju
zizju_XP_015867757	C2H2	from_orthogroup	5696	zizju
zizju_XP_015870469	C2H2	from_orthogroup	5696	zizju
zizju_XP_015870470	C2H2	from_orthogroup	5696	zizju
zizju_XP_015870471	C2H2	from_orthogroup	5696	zizju
zizju_XP_015872114	C2H2	from_orthogroup	5696	zizju
zizju_XP_015872115	C2H2	from_orthogroup	5696	zizju
zizju_XP_015873106	C2H2	from_orthogroup	5696	zizju
zizju_XP_024924776	C2H2	from_orthogroup	5696	zizju
zizju_XP_015879805	C2H2	from_orthogroup	16174	zizju
AT1G21580	C3H	from_orthogroup	10453	arath
Cucsa.151330	C3H	from_orthogroup	10453	cucsa
Eucgr.E01003	C3H	from_orthogroup	10453	eucgr
Glyma.13G034600	C3H	from_orthogroup	10453	glyma
Glyma.14G155900	C3H	from_orthogroup	10453	glyma
Medtr1g029710	C3H	from_orthogroup	10453	medtr
Potri.002G077700	C3H	from_orthogroup	10453	potri
zizju_XP_015885756	C3H	from_orthogroup	10453	zizju
AT3G51180	C3H	from_orthogroup	7256	arath
AT5G66270	C3H	from_orthogroup	7256	arath
Cucsa.043370	C3H	from_orthogroup	7256	cucsa
Glyma.02G049600	C3H	from_orthogroup	7256	glyma
Glyma.02G049700	C3H	from_orthogroup	7256	glyma
Glyma.01G167400	C3H	from_orthogroup	7256	glyma
Glyma.11G075800	C3H	from_orthogroup	7256	glyma
Medtr8g076080	C3H	from_orthogroup	7256	medtr
Potri.005G115900	C3H	from_orthogroup	7256	potri
zizju_XP_015889702	C3H	from_orthogroup	7256	zizju
AT1G68360	C2H2	from_orthogroup	8644	arath
Cucsa.283410	C2H2	from_orthogroup	8644	cucsa
Eucgr.B03001	C2H2	from_orthogroup	8644	eucgr
Glyma.20G117800	C2H2	from_orthogroup	8644	glyma
Glyma.10G272300	C2H2	from_orthogroup	8644	glyma
PanWU01x14_019120	C2H2	from_orthogroup	8644	paran
Potri.010G122400	C2H2	from_orthogroup	8644	potri
zizju_XP_015895552	C2H2	from_orthogroup	8644	zizju
zizju_XP_015895633	C2H2	from_orthogroup	8644	zizju
zizju_XP_015873957	C2H2	from_orthogroup	18266	zizju
AT1G67030	C2H2	from_orthogroup	15435	arath
Eucgr.F02505	C2H2	from_orthogroup	15435	eucgr
Glyma.08G366900	C2H2	from_orthogroup	15435	glyma
Glyma.18G295500	C2H2	from_orthogroup	15435	glyma
Potri.004G097900	C2H2	from_orthogroup	15435	potri
zizju_XP_015881443	C2H2	from_orthogroup	15435	zizju
Eucgr.E04323	MYB	from_orthogroup	16208	eucgr
zizju_XP_015875075	MYB	from_orthogroup	16208	zizju
Eucgr.J02073	MYB	from_orthogroup	18860	eucgr
Eucgr.E02958	MYB	from_orthogroup	17641	eucgr
zizju_XP_015896599	MYB	from_orthogroup	20758	zizju
Eucgr.C00721	MYB	from_orthogroup	15119	eucgr
Eucgr.C03151	MYB	from_orthogroup	15119	eucgr
zizju_XP_015884427	MYB	from_orthogroup	15119	zizju
Eucgr.I02206	MYB	from_orthogroup	17795	eucgr
Eucgr.I02207	MYB	from_orthogroup	17795	eucgr
zizju_XP_024931871	MYB	from_orthogroup	17795	zizju
zizju_XP_015895034	MYB	from_orthogroup	16535	zizju
Eucgr.K02907	MYB	from_orthogroup	16161	eucgr
zizju_XP_024923372	MYB	from_orthogroup	20793	zizju
zizju_XP_024924808	MYB	from_orthogroup	20793	zizju
Eucgr.B00866	MYB	from_orthogroup	21313	eucgr
zizju_XP_015875972	MYB_related	from_orthogroup	16117	zizju
AT4G11400	MYB_related	from_orthogroup	1882	arath
Cucsa.106730	MYB_related	from_orthogroup	1882	cucsa
Glyma.08G016200	MYB_related	from_orthogroup	1882	glyma
Glyma.05G209500	MYB_related	from_orthogroup	1882	glyma
Medtr8g098645	MYB_related	from_orthogroup	1882	medtr
Medtr8g098635	MYB_related	from_orthogroup	1882	medtr
Medtr8g098605	MYB_related	from_orthogroup	1882	medtr
Medtr8g098655	MYB_related	from_orthogroup	1882	medtr
Medtr5g048010	MYB_related	from_orthogroup	1882	medtr
Medtr1g073590	MYB_related	from_orthogroup	1882	medtr
Medtr1g073530	MYB_related	from_orthogroup	1882	medtr
Medtr1g073380	MYB_related	from_orthogroup	1882	medtr
Medtr1g073430	MYB_related	from_orthogroup	1882	medtr
Medtr6g012370	MYB_related	from_orthogroup	1882	medtr
Medtr6g071350	MYB_related	from_orthogroup	1882	medtr
PanWU01x14_135840	MYB_related	from_orthogroup	1882	paran
Potri.001G101800	MYB_related	from_orthogroup	1882	potri
zizju_XP_015896116	MYB_related	from_orthogroup	1882	zizju
zizju_XP_024935075	MYB_related	from_orthogroup	1882	zizju
PanWU01x14_294690	MYB_related	from_orthogroup	16559	paran
Potri.004G118400	MYB_related	from_orthogroup	16559	potri
zizju_XP_015879881	MYB_related	from_orthogroup	16559	zizju
zizju_XP_015879882	MYB_related	from_orthogroup	16559	zizju
zizju_XP_015873405	TCP	from_orthogroup	20348	zizju
zizju_XP_024933294	GATA	from_orthogroup	17617	zizju
AT2G45730	E2F/DP	from_orthogroup	6452	arath
Cucsa.159830	E2F/DP	from_orthogroup	6452	cucsa
Eucgr.F01642	E2F/DP	from_orthogroup	6452	eucgr
Glyma.17G257600	E2F/DP	from_orthogroup	6452	glyma
Glyma.14G218500	E2F/DP	from_orthogroup	6452	glyma
Medtr1g024920	E2F/DP	from_orthogroup	6452	medtr
Potri.002G023300	E2F/DP	from_orthogroup	6452	potri
Potri.005G238200	E2F/DP	from_orthogroup	6452	potri
zizju_XP_015871284	E2F/DP	from_orthogroup	6452	zizju
zizju_XP_015871285	E2F/DP	from_orthogroup	6452	zizju
zizju_XP_024925748	E2F/DP	from_orthogroup	6452	zizju
zizju_XP_024929970	NAC	from_orthogroup	20602	zizju
Eucgr.F00740	WRKY	from_orthogroup	17763	eucgr
zizju_XP_015899365	WRKY	from_orthogroup	17763	zizju
zizju_XP_015869716	SBP	from_orthogroup	700	zizju
zizju_XP_015871759	SBP	from_orthogroup	700	zizju
zizju_XP_015871760	SBP	from_orthogroup	700	zizju
zizju_XP_015871761	SBP	from_orthogroup	700	zizju
zizju_XP_015871763	SBP	from_orthogroup	700	zizju
zizju_XP_015871790	SBP	from_orthogroup	700	zizju
zizju_XP_015871791	SBP	from_orthogroup	700	zizju
zizju_XP_015871792	SBP	from_orthogroup	700	zizju
zizju_XP_015871793	SBP	from_orthogroup	700	zizju
zizju_XP_015871794	SBP	from_orthogroup	700	zizju
zizju_XP_015871795	SBP	from_orthogroup	700	zizju
zizju_XP_015871796	SBP	from_orthogroup	700	zizju
zizju_XP_015871797	SBP	from_orthogroup	700	zizju
zizju_XP_015871799	SBP	from_orthogroup	700	zizju
zizju_XP_015871800	SBP	from_orthogroup	700	zizju
zizju_XP_015871801	SBP	from_orthogroup	700	zizju
zizju_XP_015871802	SBP	from_orthogroup	700	zizju
zizju_XP_015872096	SBP	from_orthogroup	700	zizju
zizju_XP_015872097	SBP	from_orthogroup	700	zizju
zizju_XP_015872841	SBP	from_orthogroup	700	zizju
zizju_XP_015872885	SBP	from_orthogroup	700	zizju
zizju_XP_024925861	SBP	from_orthogroup	700	zizju
zizju_XP_024925862	SBP	from_orthogroup	700	zizju
zizju_XP_024925867	SBP	from_orthogroup	700	zizju
zizju_XP_024925868	SBP	from_orthogroup	700	zizju
zizju_XP_024925869	SBP	from_orthogroup	700	zizju
zizju_XP_024925870	SBP	from_orthogroup	700	zizju
zizju_XP_024925871	SBP	from_orthogroup	700	zizju
zizju_XP_024925872	SBP	from_orthogroup	700	zizju
Eucgr.I01908	LBD	from_orthogroup	15562	eucgr
zizju_XP_024923797	LBD	from_orthogroup	15562	zizju
zizju_XP_024929018	LBD	from_orthogroup	15562	zizju
zizju_XP_024929022	LBD	from_orthogroup	15562	zizju
zizju_XP_015883523	bHLH	from_orthogroup	20319	zizju
Cucsa.385650	GeBP	from_orthogroup	16839	cucsa
Eucgr.B03921	GeBP	from_orthogroup	16839	eucgr
zizju_XP_015873627	GeBP	from_orthogroup	16839	zizju
zizju_XP_015895915	bHLH	from_orthogroup	18430	zizju
zizju_XP_015902282	bHLH	from_orthogroup	18430	zizju
zizju_XP_015890378	bHLH	from_orthogroup	18311	zizju
zizju_XP_024932363	bHLH	from_orthogroup	18311	zizju
zizju_XP_015881068	bHLH	from_orthogroup	20154	zizju
zizju_XP_015875614	BES1	from_orthogroup	20296	zizju
Cucsa.122740	NZZ/SPL	from_orthogroup	9405	cucsa
Cucsa.273440	NZZ/SPL	from_orthogroup	9405	cucsa
Eucgr.F01202	NZZ/SPL	from_orthogroup	9405	eucgr
Glyma.12G228100	NZZ/SPL	from_orthogroup	9405	glyma
Glyma.13G271900	NZZ/SPL	from_orthogroup	9405	glyma
Glyma.06G232800	NZZ/SPL	from_orthogroup	9405	glyma
Glyma.06G232600	NZZ/SPL	from_orthogroup	9405	glyma
Medtr2g078220	NZZ/SPL	from_orthogroup	9405	medtr
Potri.001G375600	NZZ/SPL	from_orthogroup	9405	potri
zizju_XP_015899172	NZZ/SPL	from_orthogroup	9405	zizju
PanWU01x14_239480	FAR1	from_orthogroup	18481	paran
zizju_XP_015867594	LBD	from_orthogroup	18231	zizju
zizju_XP_015874603	LBD	from_orthogroup	18231	zizju
PanWU01x14_069960	FAR1	from_orthogroup	26126	paran
PanWU01x14_299490	NAC	from_orthogroup	17352	paran
PanWU01x14_299510	NAC	from_orthogroup	17352	paran
AT2G18969	bHLH	from_orthogroup	5173	arath
AT4G30180	bHLH	from_orthogroup	5173	arath
Cucsa.089190	bHLH	from_orthogroup	5173	cucsa
Glyma.17G061700	bHLH	from_orthogroup	5173	glyma
Glyma.15G162800	bHLH	from_orthogroup	5173	glyma
Glyma.09G056600	bHLH	from_orthogroup	5173	glyma
Glyma.13G098000	bHLH	from_orthogroup	5173	glyma
Medtr2g036670	bHLH	from_orthogroup	5173	medtr
Medtr2g083470	bHLH	from_orthogroup	5173	medtr
Medtr4g127700	bHLH	from_orthogroup	5173	medtr
Potri.018G090200	bHLH	from_orthogroup	5173	potri
zizju_XP_015866053	bHLH	from_orthogroup	5173	zizju
PanWU01x14_070220	B3	from_orthogroup	13466	paran
Potri.015G089900	B3	from_orthogroup	13466	potri
zizju_XP_015890065	B3	from_orthogroup	13466	zizju
PanWU01x14_153940	B3	from_orthogroup	18506	paran
Glyma.10G258250	B3	from_orthogroup	17937	glyma
zizju_XP_015895895	B3	from_orthogroup	17327	zizju
zizju_XP_024923618	B3	from_orthogroup	17327	zizju
zizju_XP_024923619	B3	from_orthogroup	17327	zizju
PanWU01x14_149830	ERF	from_orthogroup	20458	paran
zizju_XP_015899017	ERF	from_orthogroup	20097	zizju
zizju_XP_015868862	ERF	from_orthogroup	18495	zizju
zizju_XP_015882018	ERF	from_orthogroup	18495	zizju
Eucgr.K02952	ERF	from_orthogroup	16772	eucgr
zizju_XP_015897441	ERF	from_orthogroup	16772	zizju
Eucgr.H01659	ERF	from_orthogroup	17709	eucgr
zizju_XP_015890142	ERF	from_orthogroup	17709	zizju
zizju_XP_015893790	MIKC_MADS	from_orthogroup	15282	zizju
zizju_XP_015893791	MIKC_MADS	from_orthogroup	15282	zizju
zizju_XP_015893792	MIKC_MADS	from_orthogroup	15282	zizju
zizju_XP_015893793	MIKC_MADS	from_orthogroup	15282	zizju
zizju_XP_015880028	M-type_MADS	from_orthogroup	16528	zizju
zizju_XP_024928665	M-type_MADS	from_orthogroup	16528	zizju
zizju_XP_015870620	M-type_MADS	from_orthogroup	17354	zizju
zizju_XP_024922900	M-type_MADS	from_orthogroup	19980	zizju
AT5G53580	HD-ZIP	from_orthogroup	14170	arath
Cucsa.202370	HD-ZIP	from_orthogroup	14170	cucsa
Eucgr.A01423	HD-ZIP	from_orthogroup	14170	eucgr
Glyma.06G133700	HD-ZIP	from_orthogroup	14170	glyma
Medtr3g092140	HD-ZIP	from_orthogroup	14170	medtr
Potri.015G006900	HD-ZIP	from_orthogroup	14170	potri
zizju_XP_015878684	HD-ZIP	from_orthogroup	14170	zizju
Medtr5g090790	C2H2	from_orthogroup	17198	medtr
Medtr6g042580	C2H2	from_orthogroup	17198	medtr
zizju_XP_024924900	C2H2	from_orthogroup	17198	zizju
AT3G26850	C3H	from_orthogroup	7218	arath
Cucsa.198330	C3H	from_orthogroup	7218	cucsa
Eucgr.B00612	C3H	from_orthogroup	7218	eucgr
Eucgr.B00614	C3H	from_orthogroup	7218	eucgr
Glyma.04G160800	C3H	from_orthogroup	7218	glyma
Glyma.06G204600	C3H	from_orthogroup	7218	glyma
Medtr2g061440	C3H	from_orthogroup	7218	medtr
Medtr2g060650	C3H	from_orthogroup	7218	medtr
Potri.006G227200	C3H	from_orthogroup	7218	potri
Potri.018G051900	C3H	from_orthogroup	7218	potri
zizju_XP_015883102	C3H	from_orthogroup	7218	zizju
Eucgr.B01936	C2H2	from_orthogroup	17791	eucgr
zizju_XP_015875094	C2H2	from_orthogroup	17791	zizju
Cucsa.046810	C3H	from_orthogroup	7601	cucsa
Cucsa.086910	C3H	from_orthogroup	7601	cucsa
Cucsa.257200	C3H	from_orthogroup	7601	cucsa
Eucgr.I02728	C3H	from_orthogroup	7601	eucgr
Eucgr.I01550	C3H	from_orthogroup	7601	eucgr
Eucgr.G00084	C3H	from_orthogroup	7601	eucgr
Glyma.18G055966	C3H	from_orthogroup	7601	glyma
Medtr3g466010	C3H	from_orthogroup	7601	medtr
PanWU01x14_142740	C3H	from_orthogroup	7601	paran
Potri.006G231200	C3H	from_orthogroup	7601	potri
zizju_XP_015898915	C2H2	from_orthogroup	20307	zizju
AT4G38890	C3H	from_orthogroup	13701	arath
Cucsa.382170	C3H	from_orthogroup	13701	cucsa
Eucgr.G01740	C3H	from_orthogroup	13701	eucgr
Glyma.04G007400	C3H	from_orthogroup	13701	glyma
Medtr3g117580	C3H	from_orthogroup	13701	medtr
Potri.009G125500	C3H	from_orthogroup	13701	potri
zizju_XP_015892441	C3H	from_orthogroup	13701	zizju
zizju_XP_015893041	MYB	from_orthogroup	20043	zizju
zizju_XP_015883445	MYB	from_orthogroup	18457	zizju
zizju_XP_015883446	MYB	from_orthogroup	18457	zizju
Eucgr.C00947	MYB	from_orthogroup	18935	eucgr
Eucgr.C03555	MYB	from_orthogroup	16226	eucgr
